response,seq_type,id,model,rank,target_length,sub-seq-n,human_response,data-category,dataset,response_category,SNAFU_switch,human_response_category,SNAFU_human_switch
horse,rank-1,493,gemini-3-pro-preview,12,35,1,squirrel,animals-gen,hills,"['BeastsOfBurden', 'Farm']",False,"['NorthAmerican', 'Rodents']",False
donkey,rank-1,493,gemini-3-pro-preview,13,35,1,monkey,animals-gen,hills,"['BeastsOfBurden', 'Farm']",False,"['African', 'Primates']",True
chicken,rank-1,493,gemini-3-pro-preview,14,35,1,chimpanzee,animals-gen,hills,"['Bird', 'Farm']",False,"['African', 'Primates']",False
rooster,rank-1,493,gemini-3-pro-preview,15,35,1,zebra,animals-gen,hills,['Farm'],False,['African'],False
duck,rank-1,493,gemini-3-pro-preview,16,35,1,elephant,animals-gen,hills,['Bird'],True,['African'],False
goose,rank-1,493,gemini-3-pro-preview,17,35,1,mongoose,animals-gen,hills,['Water'],True,"['African', 'Weasels']",False
turkey,rank-1,493,gemini-3-pro-preview,18,35,1,goose,animals-gen,hills,"['Bird', 'Farm']",True,['Water'],True
deer,rank-1,493,gemini-3-pro-preview,19,35,1,duck,animals-gen,hills,"['Deers', 'NorthAmerican']",True,['Bird'],True
bear,rank-1,493,gemini-3-pro-preview,20,35,1,pelican,animals-gen,hills,['NorthAmerican'],False,['Bird'],False
wolf,rank-1,493,gemini-3-pro-preview,21,35,1,fish,animals-gen,hills,"['Canine', 'NorthAmerican']",False,"['Fish', 'Water']",True
fox,rank-1,493,gemini-3-pro-preview,22,35,1,bettafish,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,"['Fish', 'Pets', 'Water']",False
lion,rank-1,493,gemini-3-pro-preview,23,35,1,dolphin,animals-gen,hills,"['African', 'Feline']",True,"['Insects', 'Water']",False
tiger,rank-1,493,gemini-3-pro-preview,24,35,1,humpbackwhale,animals-gen,hills,"['African', 'Feline']",False,['Water'],False
leopard,rank-1,493,gemini-3-pro-preview,25,35,1,shark,animals-gen,hills,"['African', 'Feline']",False,"['Fish', 'Water']",False
cheetah,rank-1,493,gemini-3-pro-preview,26,35,1,coral,animals-gen,hills,"['African', 'Feline']",False,['Water'],False
elephant,rank-1,493,gemini-3-pro-preview,27,35,1,seahorse,animals-gen,hills,['African'],False,['Water'],False
giraffe,rank-1,493,gemini-3-pro-preview,28,35,1,octopus,animals-gen,hills,['African'],False,['Water'],False
rhino,rank-1,493,gemini-3-pro-preview,29,35,1,horse,animals-gen,hills,['African'],False,"['BeastsOfBurden', 'Farm']",True
hippo,rank-1,493,gemini-3-pro-preview,30,35,1,cow,animals-gen,hills,,True,"['Bovine', 'Farm']",False
zebra,rank-1,493,gemini-3-pro-preview,31,35,1,pig,animals-gen,hills,['African'],True,['Farm'],False
monkey,rank-1,493,gemini-3-pro-preview,32,35,1,goat,animals-gen,hills,"['African', 'Primates']",False,['Farm'],False
gorilla,rank-1,493,gemini-3-pro-preview,33,35,1,sheep,animals-gen,hills,"['African', 'Primates']",False,['Farm'],False
chimpanzee,rank-1,493,gemini-3-pro-preview,34,35,1,woollymammoth,animals-gen,hills,"['African', 'Primates']",False,['Arctic'],True
snake,rank-1,493,gemini-3-pro-preview,35,35,1,mountainlion,animals-gen,hills,"['Farm', 'ReptileAmphibian']",True,"['Feline', 'NorthAmerican']",True
dog,rank-1,784,gemini-3-pro-preview,1,35,1,dog,animals-gen,hills,"['Canine', 'Pets']",True,"['Canine', 'Pets']",True
cat,rank-1,784,gemini-3-pro-preview,2,35,1,cat,animals-gen,hills,['Pets'],False,['Pets'],False
bird,rank-1,784,gemini-3-pro-preview,3,35,1,bunny,animals-gen,hills,['Bird'],True,['Rabbit'],True
hamster,rank-1,784,gemini-3-pro-preview,4,35,1,rabbit,animals-gen,hills,"['Pets', 'Rodents']",True,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False
rabbit,rank-1,784,gemini-3-pro-preview,5,35,1,bird,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,['Bird'],True
mouse,rank-1,784,gemini-3-pro-preview,6,35,1,elephant,animals-gen,hills,"['Bird', 'Rodents']",True,['African'],True
rat,rank-1,784,gemini-3-pro-preview,7,35,1,panda,animals-gen,hills,['Rodents'],False,['Asian'],True
horse,rank-1,784,gemini-3-pro-preview,8,35,1,polarbear,animals-gen,hills,"['BeastsOfBurden', 'Farm']",True,['Arctic'],True
cow,rank-1,784,gemini-3-pro-preview,9,35,1,giraffe,animals-gen,hills,"['Bovine', 'Farm']",False,['African'],True
pig,rank-1,784,gemini-3-pro-preview,10,35,1,raccoon,animals-gen,hills,['Farm'],False,['NorthAmerican'],True
sheep,rank-1,784,gemini-3-pro-preview,11,35,1,boar,animals-gen,hills,['Farm'],False,['NorthAmerican'],False
goat,rank-1,784,gemini-3-pro-preview,12,35,1,chicken,animals-gen,hills,['Farm'],False,"['Bird', 'Farm']",True
chicken,rank-1,784,gemini-3-pro-preview,13,35,1,rooster,animals-gen,hills,"['Bird', 'Farm']",False,['Farm'],False
duck,rank-1,784,gemini-3-pro-preview,14,35,1,turkey,animals-gen,hills,['Bird'],False,"['Bird', 'Farm']",False
goose,rank-1,784,gemini-3-pro-preview,15,35,1,mouse,animals-gen,hills,['Water'],True,"['Bird', 'Rodents']",False
lion,rank-1,784,gemini-3-pro-preview,16,35,1,crab,animals-gen,hills,"['African', 'Feline']",True,['Water'],True
tiger,rank-1,784,gemini-3-pro-preview,17,35,1,lobster,animals-gen,hills,"['African', 'Feline']",False,['Water'],False
bear,rank-1,784,gemini-3-pro-preview,18,35,1,dolphin,animals-gen,hills,['NorthAmerican'],True,"['Insects', 'Water']",False
elephant,rank-1,784,gemini-3-pro-preview,19,35,1,whale,animals-gen,hills,['African'],True,"['Fish', 'Water']",False
giraffe,rank-1,784,gemini-3-pro-preview,20,35,1,rhino,animals-gen,hills,['African'],False,['African'],True
zebra,rank-1,784,gemini-3-pro-preview,21,35,1,hippopotamus,animals-gen,hills,['African'],False,['African'],False
hippo,rank-1,784,gemini-3-pro-preview,22,35,1,chimpanzee,animals-gen,hills,,True,"['African', 'Primates']",False
rhino,rank-1,784,gemini-3-pro-preview,23,35,1,gorilla,animals-gen,hills,['African'],True,"['African', 'Primates']",False
monkey,rank-1,784,gemini-3-pro-preview,24,35,1,ant,animals-gen,hills,"['African', 'Primates']",False,['Insects'],True
gorilla,rank-1,784,gemini-3-pro-preview,25,35,1,bee,animals-gen,hills,"['African', 'Primates']",False,['Insects'],False
snake,rank-1,784,gemini-3-pro-preview,26,35,1,fly,animals-gen,hills,"['Farm', 'ReptileAmphibian']",True,['Insects'],False
lizard,rank-1,784,gemini-3-pro-preview,27,35,1,grizzlybear,animals-gen,hills,['ReptileAmphibian'],False,['NorthAmerican'],True
frog,rank-1,784,gemini-3-pro-preview,28,35,1,fish,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,"['Fish', 'Water']",True
turtle,rank-1,784,gemini-3-pro-preview,29,35,1,ferret,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,"['Farm', 'Weasels']",True
fish,rank-1,784,gemini-3-pro-preview,30,35,1,gopher,animals-gen,hills,"['Fish', 'Water']",False,['Rodents'],True
shark,rank-1,784,gemini-3-pro-preview,31,35,1,groundhog,animals-gen,hills,"['Fish', 'Water']",False,"['Rodents', 'Weasels']",False
whale,rank-1,784,gemini-3-pro-preview,32,35,1,frog,animals-gen,hills,"['Fish', 'Water']",False,"['ReptileAmphibian', 'Water']",True
dolphin,rank-1,784,gemini-3-pro-preview,33,35,1,toad,animals-gen,hills,"['Insects', 'Water']",False,"['ReptileAmphibian', 'Water']",False
seal,rank-1,784,gemini-3-pro-preview,34,35,1,koala,animals-gen,hills,"['Arctic', 'Water']",False,['Australian'],True
penguin,rank-1,784,gemini-3-pro-preview,35,35,1,kangaroo,animals-gen,hills,"['Arctic', 'Bird', 'Water']",False,['Australian'],False
dog,rank-1,298,gemini-3-pro-preview,1,33,1,dog,animals-gen,hills,"['Canine', 'Pets']",True,"['Canine', 'Pets']",True
cat,rank-1,298,gemini-3-pro-preview,2,33,1,turtle,animals-gen,hills,['Pets'],False,"['ReptileAmphibian', 'Water']",True
hamster,rank-1,298,gemini-3-pro-preview,3,33,1,lizard,animals-gen,hills,"['Pets', 'Rodents']",False,['ReptileAmphibian'],False
rabbit,rank-1,298,gemini-3-pro-preview,4,33,1,fish,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,"['Fish', 'Water']",True
guinea pig,rank-1,298,gemini-3-pro-preview,5,33,1,lion,animals-gen,hills,"['Pets', 'Rodents']",False,"['African', 'Feline']",True
goldfish,rank-1,298,gemini-3-pro-preview,6,33,1,giraffe,animals-gen,hills,"['Fish', 'Pets', 'Water']",False,['African'],False
bird,rank-1,298,gemini-3-pro-preview,7,33,1,zebra,animals-gen,hills,['Bird'],True,['African'],False
parrot,rank-1,298,gemini-3-pro-preview,8,33,1,elephant,animals-gen,hills,"['Bird', 'Pets']",False,['African'],False
cow,rank-1,298,gemini-3-pro-preview,9,33,1,whale,animals-gen,hills,"['Bovine', 'Farm']",True,"['Fish', 'Water']",True
horse,rank-1,298,gemini-3-pro-preview,10,33,1,fly,animals-gen,hills,"['BeastsOfBurden', 'Farm']",False,['Insects'],True
pig,rank-1,298,gemini-3-pro-preview,11,33,1,bee,animals-gen,hills,['Farm'],False,['Insects'],False
sheep,rank-1,298,gemini-3-pro-preview,12,33,1,worm,animals-gen,hills,['Farm'],False,"['Insects', 'Worms']",False
goat,rank-1,298,gemini-3-pro-preview,13,33,1,snake,animals-gen,hills,['Farm'],False,"['Farm', 'ReptileAmphibian']",True
chicken,rank-1,298,gemini-3-pro-preview,14,33,1,kangaroo,animals-gen,hills,"['Bird', 'Farm']",False,['Australian'],True
duck,rank-1,298,gemini-3-pro-preview,15,33,1,bear,animals-gen,hills,['Bird'],False,['NorthAmerican'],True
goose,rank-1,298,gemini-3-pro-preview,16,33,1,tiger,animals-gen,hills,['Water'],True,"['African', 'Feline']",True
deer,rank-1,298,gemini-3-pro-preview,17,33,1,leopard,animals-gen,hills,"['Deers', 'NorthAmerican']",True,"['African', 'Feline']",False
bear,rank-1,298,gemini-3-pro-preview,18,33,1,hawk,animals-gen,hills,['NorthAmerican'],False,['Bird'],True
wolf,rank-1,298,gemini-3-pro-preview,19,33,1,bluejay,animals-gen,hills,"['Canine', 'NorthAmerican']",False,['Bird'],False
fox,rank-1,298,gemini-3-pro-preview,20,33,1,robin,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,['Bird'],False
squirrel,rank-1,298,gemini-3-pro-preview,21,33,1,crocodile,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,['ReptileAmphibian'],True
mouse,rank-1,298,gemini-3-pro-preview,22,33,1,monkey,animals-gen,hills,"['Bird', 'Rodents']",False,"['African', 'Primates']",True
rat,rank-1,298,gemini-3-pro-preview,23,33,1,gorilla,animals-gen,hills,['Rodents'],False,"['African', 'Primates']",False
snake,rank-1,298,gemini-3-pro-preview,24,33,1,koala,animals-gen,hills,"['Farm', 'ReptileAmphibian']",True,['Australian'],True
lizard,rank-1,298,gemini-3-pro-preview,25,33,1,panther,animals-gen,hills,['ReptileAmphibian'],False,"['African', 'Feline']",True
turtle,rank-1,298,gemini-3-pro-preview,26,33,1,cougar,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,"['Feline', 'NorthAmerican']",False
lion,rank-1,298,gemini-3-pro-preview,27,33,1,dolphin,animals-gen,hills,"['African', 'Feline']",True,"['Insects', 'Water']",True
tiger,rank-1,298,gemini-3-pro-preview,28,33,1,horse,animals-gen,hills,"['African', 'Feline']",False,"['BeastsOfBurden', 'Farm']",True
elephant,rank-1,298,gemini-3-pro-preview,29,33,1,donkey,animals-gen,hills,['African'],False,"['BeastsOfBurden', 'Farm']",False
giraffe,rank-1,298,gemini-3-pro-preview,30,33,1,pig,animals-gen,hills,['African'],False,['Farm'],False
zebra,rank-1,298,gemini-3-pro-preview,31,33,1,sheep,animals-gen,hills,['African'],False,['Farm'],False
monkey,rank-1,298,gemini-3-pro-preview,32,33,1,chicken,animals-gen,hills,"['African', 'Primates']",False,"['Bird', 'Farm']",False
gorilla,rank-1,298,gemini-3-pro-preview,33,33,1,frog,animals-gen,hills,"['African', 'Primates']",False,"['ReptileAmphibian', 'Water']",True
dog,rank-1,492,gemini-3-pro-preview,1,35,1,dog,animals-gen,hills,"['Canine', 'Pets']",True,"['Canine', 'Pets']",True
cat,rank-1,492,gemini-3-pro-preview,2,35,1,cat,animals-gen,hills,['Pets'],False,['Pets'],False
hamster,rank-1,492,gemini-3-pro-preview,3,35,1,turtle,animals-gen,hills,"['Pets', 'Rodents']",False,"['ReptileAmphibian', 'Water']",True
guinea pig,rank-1,492,gemini-3-pro-preview,4,35,1,snake,animals-gen,hills,"['Pets', 'Rodents']",False,"['Farm', 'ReptileAmphibian']",False
rabbit,rank-1,492,gemini-3-pro-preview,5,35,1,bear,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,['NorthAmerican'],True
mouse,rank-1,492,gemini-3-pro-preview,6,35,1,pig,animals-gen,hills,"['Bird', 'Rodents']",True,['Farm'],True
rat,rank-1,492,gemini-3-pro-preview,7,35,1,cow,animals-gen,hills,['Rodents'],False,"['Bovine', 'Farm']",False
squirrel,rank-1,492,gemini-3-pro-preview,8,35,1,chicken,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,"['Bird', 'Farm']",False
chipmunk,rank-1,492,gemini-3-pro-preview,9,35,1,rat,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,['Rodents'],True
raccoon,rank-1,492,gemini-3-pro-preview,10,35,1,mouse,animals-gen,hills,['NorthAmerican'],False,"['Bird', 'Rodents']",False
skunk,rank-1,492,gemini-3-pro-preview,11,35,1,hamster,animals-gen,hills,"['NorthAmerican', 'Weasels']",False,"['Pets', 'Rodents']",False
deer,rank-1,492,gemini-3-pro-preview,12,35,1,kangaroo,animals-gen,hills,"['Deers', 'NorthAmerican']",False,['Australian'],True
bear,rank-1,492,gemini-3-pro-preview,13,35,1,giraffe,animals-gen,hills,['NorthAmerican'],False,['African'],True
wolf,rank-1,492,gemini-3-pro-preview,14,35,1,zebra,animals-gen,hills,"['Canine', 'NorthAmerican']",False,['African'],False
fox,rank-1,492,gemini-3-pro-preview,15,35,1,horse,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,"['BeastsOfBurden', 'Farm']",True
lion,rank-1,492,gemini-3-pro-preview,16,35,1,gorilla,animals-gen,hills,"['African', 'Feline']",True,"['African', 'Primates']",True
tiger,rank-1,492,gemini-3-pro-preview,17,35,1,monkey,animals-gen,hills,"['African', 'Feline']",False,"['African', 'Primates']",False
leopard,rank-1,492,gemini-3-pro-preview,18,35,1,orangutan,animals-gen,hills,"['African', 'Feline']",False,['Primates'],False
cheetah,rank-1,492,gemini-3-pro-preview,19,35,1,whale,animals-gen,hills,"['African', 'Feline']",False,"['Fish', 'Water']",True
elephant,rank-1,492,gemini-3-pro-preview,20,35,1,robin,animals-gen,hills,['African'],False,['Bird'],True
giraffe,rank-1,492,gemini-3-pro-preview,21,35,1,bluejay,animals-gen,hills,['African'],False,['Bird'],False
zebra,rank-1,492,gemini-3-pro-preview,22,35,1,penguin,animals-gen,hills,['African'],False,"['Arctic', 'Bird', 'Water']",False
hippo,rank-1,492,gemini-3-pro-preview,23,35,1,polarbear,animals-gen,hills,,True,['Arctic'],False
rhino,rank-1,492,gemini-3-pro-preview,24,35,1,flamingo,animals-gen,hills,['African'],True,['Bird'],True
monkey,rank-1,492,gemini-3-pro-preview,25,35,1,spider,animals-gen,hills,"['African', 'Primates']",False,"['Arachnid', 'Farm']",True
gorilla,rank-1,492,gemini-3-pro-preview,26,35,1,bee,animals-gen,hills,"['African', 'Primates']",False,['Insects'],True
chimpanzee,rank-1,492,gemini-3-pro-preview,27,35,1,moth,animals-gen,hills,"['African', 'Primates']",False,['Insects'],False
horse,rank-1,492,gemini-3-pro-preview,28,35,1,fly,animals-gen,hills,"['BeastsOfBurden', 'Farm']",True,['Insects'],False
cow,rank-1,492,gemini-3-pro-preview,29,35,1,duck,animals-gen,hills,"['Bovine', 'Farm']",False,['Bird'],True
pig,rank-1,492,gemini-3-pro-preview,30,35,1,swan,animals-gen,hills,['Farm'],False,['Bird'],False
sheep,rank-1,492,gemini-3-pro-preview,31,35,1,frog,animals-gen,hills,['Farm'],False,"['ReptileAmphibian', 'Water']",True
goat,rank-1,492,gemini-3-pro-preview,32,35,1,lizard,animals-gen,hills,['Farm'],False,['ReptileAmphibian'],False
chicken,rank-1,492,gemini-3-pro-preview,33,35,1,komododragon,animals-gen,hills,"['Bird', 'Farm']",False,['ReptileAmphibian'],False
duck,rank-1,492,gemini-3-pro-preview,34,35,1,shark,animals-gen,hills,['Bird'],False,"['Fish', 'Water']",True
goose,rank-1,492,gemini-3-pro-preview,35,35,1,goldfish,animals-gen,hills,['Water'],True,"['Fish', 'Pets', 'Water']",False
dog,rank-1,696,gemini-3-pro-preview,1,35,1,dog,animals-gen,hills,"['Canine', 'Pets']",True,"['Canine', 'Pets']",True
cat,rank-1,696,gemini-3-pro-preview,2,35,1,cat,animals-gen,hills,['Pets'],False,['Pets'],False
mouse,rank-1,696,gemini-3-pro-preview,3,35,1,fish,animals-gen,hills,"['Bird', 'Rodents']",True,"['Fish', 'Water']",True
rat,rank-1,696,gemini-3-pro-preview,4,35,1,bird,animals-gen,hills,['Rodents'],False,['Bird'],True
rabbit,rank-1,696,gemini-3-pro-preview,5,35,1,squirrel,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",True,"['NorthAmerican', 'Rodents']",True
hamster,rank-1,696,gemini-3-pro-preview,6,35,1,penguin,animals-gen,hills,"['Pets', 'Rodents']",False,"['Arctic', 'Bird', 'Water']",True
guinea pig,rank-1,696,gemini-3-pro-preview,7,35,1,mouse,animals-gen,hills,"['Pets', 'Rodents']",False,"['Bird', 'Rodents']",False
cow,rank-1,696,gemini-3-pro-preview,8,35,1,rat,animals-gen,hills,"['Bovine', 'Farm']",True,['Rodents'],False
horse,rank-1,696,gemini-3-pro-preview,9,35,1,skunk,animals-gen,hills,"['BeastsOfBurden', 'Farm']",False,"['NorthAmerican', 'Weasels']",True
pig,rank-1,696,gemini-3-pro-preview,10,35,1,whale,animals-gen,hills,['Farm'],False,"['Fish', 'Water']",True
sheep,rank-1,696,gemini-3-pro-preview,11,35,1,dolphin,animals-gen,hills,['Farm'],False,"['Insects', 'Water']",False
goat,rank-1,696,gemini-3-pro-preview,12,35,1,elephant,animals-gen,hills,['Farm'],False,['African'],True
chicken,rank-1,696,gemini-3-pro-preview,13,35,1,rhinoceros,animals-gen,hills,"['Bird', 'Farm']",False,['African'],False
duck,rank-1,696,gemini-3-pro-preview,14,35,1,peacock,animals-gen,hills,['Bird'],False,['Bird'],True
goose,rank-1,696,gemini-3-pro-preview,15,35,1,pig,animals-gen,hills,['Water'],True,['Farm'],True
deer,rank-1,696,gemini-3-pro-preview,16,35,1,horse,animals-gen,hills,"['Deers', 'NorthAmerican']",True,"['BeastsOfBurden', 'Farm']",False
bear,rank-1,696,gemini-3-pro-preview,17,35,1,cow,animals-gen,hills,['NorthAmerican'],False,"['Bovine', 'Farm']",False
wolf,rank-1,696,gemini-3-pro-preview,18,35,1,chicken,animals-gen,hills,"['Canine', 'NorthAmerican']",False,"['Bird', 'Farm']",False
fox,rank-1,696,gemini-3-pro-preview,19,35,1,hamster,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,"['Pets', 'Rodents']",True
lion,rank-1,696,gemini-3-pro-preview,20,35,1,guineapig,animals-gen,hills,"['African', 'Feline']",True,"['Pets', 'Rodents']",False
tiger,rank-1,696,gemini-3-pro-preview,21,35,1,ferret,animals-gen,hills,"['African', 'Feline']",False,"['Farm', 'Weasels']",True
elephant,rank-1,696,gemini-3-pro-preview,22,35,1,snake,animals-gen,hills,['African'],False,"['Farm', 'ReptileAmphibian']",False
giraffe,rank-1,696,gemini-3-pro-preview,23,35,1,frog,animals-gen,hills,['African'],False,"['ReptileAmphibian', 'Water']",False
zebra,rank-1,696,gemini-3-pro-preview,24,35,1,snail,animals-gen,hills,['African'],False,['Water'],False
monkey,rank-1,696,gemini-3-pro-preview,25,35,1,octopus,animals-gen,hills,"['African', 'Primates']",False,['Water'],False
gorilla,rank-1,696,gemini-3-pro-preview,26,35,1,giraffe,animals-gen,hills,"['African', 'Primates']",False,['African'],True
hippopotamus,rank-1,696,gemini-3-pro-preview,27,35,1,bear,animals-gen,hills,['African'],False,['NorthAmerican'],True
rhinoceros,rank-1,696,gemini-3-pro-preview,28,35,1,lion,animals-gen,hills,['African'],False,"['African', 'Feline']",True
kangaroo,rank-1,696,gemini-3-pro-preview,29,35,1,tiger,animals-gen,hills,['Australian'],True,"['African', 'Feline']",False
camel,rank-1,696,gemini-3-pro-preview,30,35,1,leopard,animals-gen,hills,"['African', 'BeastsOfBurden']",True,"['African', 'Feline']",False
snake,rank-1,696,gemini-3-pro-preview,31,35,1,cheetah,animals-gen,hills,"['Farm', 'ReptileAmphibian']",True,"['African', 'Feline']",False
crocodile,rank-1,696,gemini-3-pro-preview,32,35,1,alligator,animals-gen,hills,['ReptileAmphibian'],False,"['ReptileAmphibian', 'Water']",True
whale,rank-1,696,gemini-3-pro-preview,33,35,1,cougar,animals-gen,hills,"['Fish', 'Water']",True,"['Feline', 'NorthAmerican']",True
dolphin,rank-1,696,gemini-3-pro-preview,34,35,1,duck,animals-gen,hills,"['Insects', 'Water']",False,['Bird'],True
shark,rank-1,696,gemini-3-pro-preview,35,35,1,goose,animals-gen,hills,"['Fish', 'Water']",False,['Water'],True
dog,rank-1,588,gemini-3-pro-preview,1,23,1,dog,animals-gen,hills,"['Canine', 'Pets']",True,"['Canine', 'Pets']",True
cat,rank-1,588,gemini-3-pro-preview,2,23,1,cat,animals-gen,hills,['Pets'],False,['Pets'],False
mouse,rank-1,588,gemini-3-pro-preview,3,23,1,bird,animals-gen,hills,"['Bird', 'Rodents']",True,['Bird'],True
rat,rank-1,588,gemini-3-pro-preview,4,23,1,mouse,animals-gen,hills,['Rodents'],False,"['Bird', 'Rodents']",False
